P_NAME,P_MASS,P_PERIOD,P_SEMI_MAJOR_AXIS,S_DISTANCE,S_MASS,S_RADIUS,S_TEMPERATURE,P_DISTANCE,P_FLUX,P_TEMP_EQUIL,S_LUMINOSITY,P_HABZONE_OPT,P_HABZONE_CON,P_HABITABLE,P_ESI
Kepler-197 d,,15.677563,0.119,333.75,,1.12,6004,0.119,103.13202,811.8827,1.4604525,0,0,0,0.3028884
Kepler-197 e,,25.209715,0.164,333.75,,1.12,6004,0.164,54.299988,691.58385,1.4604525,0,0,0,0.3176146
Kepler-198 b,,17.790037,0.131,502.52,,0.94,5574,0.131,44.531735,658.13095,0.76420911,0,0,0,0.24444866
Kepler-198 c,,49.567416,0.259,502.52,,0.94,5574,0.259,11.392333,468.05628,0.76420911,0,0,0,0.33584833
Kepler-198 d,,1.3118444,,502.52,,0.94,5574,,,,0.76420911,0,0,0,
Kepler-199 b,,23.637604,0.158,528.99,,0.97,5644,0.158,34.266201,616.39825,0.85542145,0,0,0,0.24080087
Kepler-199 c,,67.093408,0.316,528.99,,0.97,5644,0.316,8.5665503,435.85939,0.85542145,0,0,0,0.32696004
Kepler-20 b,9.7001106,3.6961153,0.0463,284.88,0.95,0.96,5495,0.046320835,351.34634,1102.822,0.75283864,0,0,0,0.26485517
Kepler-20 c,12.751259,10.854091,0.0949,284.88,0.95,0.96,5495,0.09611472,84.683897,769.10851,0.75283864,0,0,0,0.22219415
Kepler-20 d,10.068791,77.6113,0.3506,284.88,0.95,0.96,5495,0.3506,6.1246049,400.78774,0.75283864,0,0,0,0.39391671
Kepler-20 e,,6.0985228,0.0639,284.88,0.95,0.96,5495,0.0639,184.37421,938.79324,0.75283864,0,0,0,0.29859722
Kepler-20 f,,19.577585,0.1396,284.88,0.95,0.96,5495,0.1396,38.630565,635.15201,0.75283864,0,0,0,0.32857765
Kepler-20 g,19.959599,34.94,0.2055,284.88,0.95,0.96,5495,0.20781187,18.031002,522.75722,0.75283864,0,0,0,0.21794179
Kepler-200 b,,8.594805,0.08,678.93,,0.94,5678,0.08,128.57186,857.88958,0.82285991,0,0,0,0.25848475
Kepler-200 c,,10.222157,0.09,678.93,,0.94,5678,0.09,101.58764,808.82605,0.82285991,0,0,0,0.28812613
Kepler-201 b,,25.672083,0.175,648.18,,1.23,6065,0.175,59.888853,708.73097,1.8340961,0,0,0,0.25410006
Kepler-201 c,,151.88406,0.573,648.18,,1.23,6065,0.573,5.5861533,391.67254,1.8340961,0,0,0,0.40190594
Kepler-202 b,,4.069427,0.045,287.48,,0.67,4668,0.045,94.305411,793.92424,0.19096846,0,0,0,0.28753191
Kepler-202 c,,16.282493,0.113,287.48,,0.67,4668,0.113,14.955631,501.00966,0.19096846,0,0,0,0.34657983
Kepler-203 b,,3.162697,0.043,717.73,,1.11,5821,0.043,685.46943,1303.5927,1.267433,0,0,0,0.22955123
Kepler-203 c,,5.370647,0.061,717.73,,1.11,5821,0.061,340.61622,1094.4886,1.267433,0,0,0,0.2360453
Kepler-203 d,,11.32972,0.1,717.73,,1.11,5821,0.1,126.7433,854.82292,1.267433,0,0,0,0.2925992
Kepler-204 b,,14.400974,0.117,700.59,,1.24,5812,0.117,114.83194,833.98951,1.5719345,0,0,0,0.2403599
Kepler-204 c,,25.660593,0.173,700.59,,1.24,5812,0.173,52.522118,685.85209,1.5719345,0,0,0,0.29029545
Kepler-205 b,,2.75564,0.032,160.46,,0.55,4321,0.032,92.268006,789.60101,0.094482438,0,0,0,0.29314414
Kepler-205 c,,20.306546,0.122,160.46,,0.55,4321,0.122,6.3479198,404.3922,0.094482438,0,0,0,0.45777379
Kepler-206 b,,7.781987,0.078,604.81,,1.19,5764,0.078,230.19148,992.35537,1.400485,0,0,0,0.29608317
Kepler-206 c,,13.137471,0.111,604.81,,1.19,5764,0.111,113.6665,831.86535,1.400485,0,0,0,0.27789772
Kepler-206 d,,23.44281,0.163,604.81,,1.19,5764,0.163,52.711242,686.46867,1.400485,0,0,0,0.31651055
Kepler-207 b,,1.611865,0.029,898.2,,1.59,5920,0.029,3308.0627,1932.1389,2.7820807,0,0,0,0.27615551
Kepler-207 c,,3.071571,0.044,898.2,,1.59,5920,0.044,1437.0251,1568.5956,2.7820807,0,0,0,0.27975891
Kepler-207 d,,5.868075,0.068,898.2,,1.59,5920,0.068,601.66105,1261.7778,2.7820807,0,0,0,0.19991319
Kepler-208 b,,4.22864,0.054,793.01,,1.31,6092,0.054,726.24524,1322.5611,2.1177311,0,0,0,0.27499694
Kepler-208 c,,7.466623,0.079,793.01,,1.31,6092,0.079,339.32561,1093.4504,2.1177311,0,0,0,0.28764008
Kepler-208 d,,11.131786,0.103,793.01,,1.31,6092,0.103,199.61647,957.62175,2.1177311,0,0,0,0.29701156
Kepler-208 e,,16.259458,0.132,793.01,,1.31,6092,0.132,121.54104,845.9129,2.1177311,0,0,0,0.29111004
Kepler-209 b,,16.087845,0.122,586.68,,0.94,5513,0.122,49.133382,674.51106,0.73130126,0,0,0,0.26793725
Kepler-209 c,,41.749882,0.231,586.68,,0.94,5513,0.231,13.704789,490.18837,0.73130126,0,0,0,0.28955928
Kepler-21 b,5.0788915,2.78578,0.042717,108.86,1.41,1.9,6305,0.042725543,2801.6998,1853.3939,5.111357,0,0,0,0.27306176
Kepler-210 b,,2.453234,0.032,234.33,,0.65,4559,0.032,159.6959,905.6666,0.1635286,0,0,0,0.21983058
Kepler-210 c,,7.972513,0.07,234.33,,0.65,4559,0.07,33.373184,612.34239,0.1635286,0,0,0,0.22259863
Kepler-211 b,,4.138575,0.048,312.14,,0.82,5123,0.048,180.10729,933.3139,0.4149672,0,0,0,0.29612878
Kepler-211 c,,6.04045,0.062,312.14,,0.82,5123,0.062,107.95193,821.20675,0.4149672,0,0,0,0.30015054
Kepler-212 b,,16.257582,0.133,701.04,,1.46,5852,0.133,126.62176,854.61792,2.2398123,0,0,0,0.30334553
Kepler-212 c,,31.805174,0.207,701.04,,1.46,5852,0.207,52.272219,685.03482,2.2398123,0,0,0,0.24430872
Kepler-213 b,,2.46236,0.036,646.74,,1.2,5696,0.036,1047.915,1449.5274,1.3580978,0,0,0,0.2744169
Kepler-213 c,,4.822962,0.057,646.74,,1.2,5696,0.057,418.00488,1151.9676,1.3580978,0,0,0,0.24110228
Kepler-214 b,,15.660544,0.13,1252.07,,1.35,6169,0.13,139.93571,876.24802,2.3649135,0,0,0,0.23482521
Kepler-214 c,,28.7798,0.194,1252.07,,1.35,6169,0.194,62.836474,717.29509,2.3649135,0,0,0,0.26902673
Kepler-215 b,,9.360672,0.084,492.9,,1.03,5739,0.084,146.13338,885.79304,1.0311171,0,0,0,0.28245207
Kepler-215 c,,14.667108,0.113,492.9,,1.03,5739,0.113,80.751595,763.7174,1.0311171,0,0,0,0.28267415
Kepler-215 d,,30.864423,0.185,492.9,,1.03,5739,0.185,30.1276,596.87865,1.0311171,0,0,0,0.27770329
Kepler-215 e,,68.16101,0.314,492.9,,1.03,5739,0.314,10.458001,458.14936,1.0311171,0,0,0,0.38535858
Kepler-216 b,,7.693641,0.079,1229.44,,1.26,6091,0.079,313.71115,1072.2039,1.9578713,0,0,0,0.24160829
Kepler-216 c,,17.406669,0.136,1229.44,,1.26,6091,0.136,105.85377,817.18708,1.9578713,0,0,0,0.2197333
Kepler-217 b,,5.374943,0.065,1140.95,,1.8,6171,0.065,996.38947,1431.3709,4.2097455,0,0,0,0.24464536
Kepler-217 c,,8.586004,0.089,1140.95,,1.8,6171,0.089,531.46642,1223.2462,4.2097455,0,0,0,0.26467663
Kepler-217 d,,3.8868952,,1140.95,,1.8,6171,,,,4.2097455,0,0,0,
Kepler-218 b,,3.619337,0.046,669.02,,1.06,5502,0.046,435.98049,1164.1573,0.92253472,0,0,0,0.28295993
Kepler-218 c,,44.699576,0.248,669.02,,1.06,5502,0.248,14.999589,501.37739,0.92253472,0,0,0,0.28143592
Kepler-218 d,,124.52446,,669.02,,1.06,5502,,,,0.92253472,0,0,0,
Kepler-219 b,,4.585512,0.057,805.3,,1.49,5786,0.057,686.15967,1303.9208,2.2293328,0,0,0,0.21333799
Kepler-219 c,,22.714613,0.165,805.3,,1.49,5786,0.165,81.885501,766.38441,2.2293328,0,0,0,0.2033759
Kepler-219 d,,47.903645,0.272,805.3,,1.49,5786,0.272,30.132634,596.90358,2.2293328,0,0,0,0.25776784
Kepler-22 b,,289.8623,0.849,190,0.97,0.98,5518,0.849,1.1067568,261.31116,0.79775141,1,1,2,0.70951245
Kepler-220 b,,4.159807,0.046,171.96,,0.67,4632,0.046,87.497731,779.19132,0.1851452,0,0,0,0.30476485
Kepler-220 c,,9.034199,0.076,171.96,,0.67,4632,0.076,32.054224,606.20041,0.1851452,0,0,0,0.31744673
Kepler-220 d,,28.122397,0.163,171.96,,0.67,4632,0.163,6.968467,413.93221,0.1851452,0,0,0,0.47029549
Kepler-220 e,,45.902733,0.226,171.96,,0.67,4632,0.226,3.6248962,351.53519,0.1851452,0,0,0,0.58611654
Kepler-221 b,,2.795906,0.037,389.55,,0.82,5243,0.037,332.53115,1087.9351,0.45523514,0,0,0,0.27287698
Kepler-221 c,,5.690586,0.059,389.55,,0.82,5243,0.059,130.77712,861.54477,0.45523514,0,0,0,0.22201661
Kepler-221 d,,10.04156,0.087,389.55,,0.82,5243,0.087,60.144688,709.48665,0.45523514,0,0,0,0.24122912
Kepler-221 e,,18.369917,0.13,389.55,,0.82,5243,0.13,26.936991,580.40638,0.45523514,0,0,0,0.27055791
Kepler-222 b,,3.936981,0.048,775.61,,0.87,5433,0.048,256.45047,1019.5201,0.59086188,0,0,0,0.20808134
Kepler-222 c,,10.08881,0.091,775.61,,0.87,5433,0.091,71.351513,740.44995,0.59086188,0,0,0,0.1747476
Kepler-222 d,,28.081912,0.18,775.61,,0.87,5433,0.18,18.236478,526.47791,0.59086188,0,0,0,0.24778861
Kepler-223 b,7.3990359,7.38449,,1960.49,1.12,1.72,,0.077288525,,,,0,0,0,
Kepler-223 c,5.1011394,9.84564,,1960.49,1.12,1.72,,0.094392337,,,,0,0,0,
Kepler-223 d,7.9997308,14.78869,,1960.49,1.12,1.72,,0.1225084,,,,0,0,0,
Kepler-223 e,4.7992028,19.72567,,1960.49,1.12,1.72,,0.14853695,,,,0,0,0,
Kepler-224 b,,3.132924,0.038,799.75,,0.68,5018,0.038,181.91223,935.64346,0.26268127,0,0,0,0.29116879
Kepler-224 c,,5.925003,0.058,799.75,,0.68,5018,0.058,78.085989,757.33528,0.26268127,0,0,0,0.22077036
Kepler-224 d,,11.349393,0.089,799.75,,0.68,5018,0.089,33.162639,611.3743,0.26268127,0,0,0,0.27845777
Kepler-224 e,,18.643577,0.124,799.75,,0.68,5018,0.124,17.083849,517.95418,0.26268127,0,0,0,0.32987124
Kepler-225 b,,6.738975,0.056,569.99,,0.48,3682,0.056,12.098463,475.14642,0.03794078,0,0,0,0.39743903
Kepler-225 c,,18.794234,0.111,569.99,,0.48,3682,0.111,3.0793588,337.48928,0.03794078,0,0,0,0.58342149
Kepler-226 b,,3.940997,0.047,1008.14,,0.8,5571,0.047,250.03772,1013.086,0.55233333,0,0,0,0.28227796
Kepler-226 c,,5.349555,0.058,1008.14,,0.8,5571,0.058,164.18946,911.97142,0.55233333,0,0,0,0.24913783
Kepler-226 d,,8.109044,0.076,1008.14,,0.8,5571,0.076,95.625577,796.68828,0.55233333,0,0,0,0.30393801
Kepler-227 b,,9.488015,0.09,1117.5,,1.09,5854,0.09,154.33609,897.96991,1.2501223,0,0,0,0.21342875
Kepler-227 c,,54.418694,0.29,1117.5,,1.09,5854,0.29,14.864713,500.24648,1.2501223,0,0,0,0.28639051
Kepler-228 b,,2.566546,0.038,1724.6,,1.01,6043,0.038,844.06245,1373.215,1.2188262,0,0,0,0.27942875
Kepler-228 c,,4.134444,0.052,1724.6,,1.01,6043,0.052,450.74932,1173.8935,1.2188262,0,0,0,0.22460198
Kepler-228 d,,11.094286,0.101,1724.6,,1.01,6043,0.101,119.48105,842.30556,1.2188262,0,0,0,0.18437855
Kepler-229 b,,6.252972,0.062,845.88,,0.73,5120,0.062,85.355367,774.37731,0.32810603,0,0,0,0.26026185
Kepler-229 c,,16.068638,0.117,845.88,,0.73,5120,0.117,23.96859,563.70973,0.32810603,0,0,0,0.19851281
Kepler-229 d,,41.194912,0.22,845.88,,0.73,5120,0.22,6.7790502,411.0902,0.32810603,0,0,0,0.33040687
Kepler-23 b,254.2624,7.1073,0.075,856.34,,1.55,5828,0.075,441.4766,1167.809,2.4833059,0,0,0,0.26239041
Kepler-23 c,858.13561,10.7421,0.099,856.34,,1.55,5828,0.099,253.3727,1016.4473,2.4833059,0,0,0,0.20687292
Kepler-23 d,,15.274299,0.124,856.34,,1.55,5828,0.124,161.50532,908.22117,2.4833059,0,0,0,0.25309111
Kepler-230 b,,32.625555,0.191,756.73,,0.82,5588,0.191,16.101829,510.34482,0.58741082,0,0,0,0.23714923
Kepler-230 c,,91.773242,0.38,756.73,,0.82,5588,0.38,4.067942,361.81669,0.58741082,0,0,0,0.50830278
Kepler-231 b,,10.065275,0.074,319.49,,0.49,3767,0.074,7.9104256,427.26259,0.04331749,0,0,0,0.42015279
Kepler-231 c,,19.271566,0.114,319.49,,0.49,3767,0.114,3.3331402,344.2376,0.04331749,0,0,0,0.55819274
Kepler-232 b,,4.431222,0.054,1402.96,,0.97,5847,0.054,337.89127,1092.293,0.98529094,0,0,0,0.20991507
Kepler-232 c,,11.379349,0.101,1402.96,,0.97,5847,0.101,96.587682,798.68466,0.98529094,0,0,0,0.19280778
Kepler-233 b,,8.472382,0.077,877.73,,0.76,5360,0.077,72.04329,742.23819,0.42714467,0,0,0,0.25161324
Kepler-233 c,,60.418955,0.287,877.73,,0.76,5360,0.287,5.1857455,384.45694,0.42714467,0,0,0,0.42090072
Kepler-234 b,,2.711506,0.04,1821.01,,1.11,6224,0.04,1035.3638,1445.1674,1.656582,0,0,0,0.18572585
Kepler-234 c,,7.21205,0.077,1821.01,,1.11,6224,0.077,279.40327,1041.6043,1.656582,0,0,0,0.19520669
Kepler-235 b,,3.340222,0.037,433.24,,0.55,4255,0.037,64.894641,723.09793,0.088840764,0,0,0,0.26333659
Kepler-235 c,,7.824904,0.065,433.24,,0.55,4255,0.065,21.0274,545.55847,0.088840764,0,0,0,0.35133243
Kepler-235 d,,20.060548,0.122,433.24,,0.55,4255,0.122,5.9688769,398.21541,0.088840764,0,0,0,0.44003972
Kepler-235 e,,46.183669,0.213,433.24,,0.55,4255,0.213,1.9581821,301.37566,0.088840764,0,0,0,0.64757464
Kepler-236 b,,8.295611,0.065,291.17,,0.51,3750,0.065,10.907554,462.99548,0.046084414,0,0,0,0.39114875
Kepler-236 c,,23.968127,0.132,291.17,,0.51,3750,0.132,2.6448814,324.89757,0.046084414,0,0,0,0.60371406
Kepler-237 b,,4.715106,0.05,670.41,,0.72,4861,0.05,103.7328,813.06251,0.25933201,0,0,0,0.29593921
Kepler-237 c,,8.103636,0.071,670.41,,0.72,4861,0.071,51.444556,682.3069,0.25933201,0,0,0,0.27581554
Kepler-238 b,,2.090876,0.034,1897.73,,1.43,5751,0.034,1733.7096,1643.9515,2.0041683,0,0,0,0.26901683
Kepler-238 c,,6.155557,0.069,1897.73,,1.43,5751,0.069,420.95533,1153.995,2.0041683,0,0,0,0.23896685
Kepler-238 d,,13.233549,0.115,1897.73,,1.43,5751,0.115,151.54392,893.88065,2.0041683,0,0,0,0.21488458
Kepler-238 e,169.72015,23.654,,1897.73,,1.43,5751,,,,2.0041683,0,0,0,
Kepler-238 f,13.348776,50.447,,1897.73,,1.43,5751,,,,2.0041683,0,0,0,
Kepler-239 b,,11.763051,0.095,660.07,,0.76,4914,0.095,33.435608,612.62853,0.30175636,0,0,0,0.27647521
Kepler-239 c,,56.228098,0.268,660.07,,0.76,4914,0.268,4.2013305,364.74691,0.30175636,0,0,0,0.46894628
Kepler-24 b,508.5248,8.1453,0.08,1195.99,,1.29,5897,0.08,281.71671,1043.7538,1.8029869,0,0,0,0.23996688
Kepler-24 c,508.5248,12.3335,0.106,1195.99,,1.29,5897,0.106,160.46519,906.75534,1.8029869,0,0,0,0.22537592
Kepler-24 d,,4.244384,0.051,1195.99,,1.29,5897,0.051,693.1899,1307.2479,1.8029869,0,0,0,0.27293191
Kepler-24 e,,18.998355,0.138,1195.99,,1.29,5897,0.138,94.674802,794.70055,1.8029869,0,0,0,0.23175996
Kepler-240 b,,4.144495,0.048,762.74,,0.74,4985,0.048,131.50137,862.73512,0.30297915,0,0,0,0.29496519
Kepler-240 c,,7.953528,0.074,762.74,,0.74,4985,0.074,55.328551,694.83588,0.30297915,0,0,0,0.26840666
Kepler-241 b,,12.718092,0.094,609.86,,0.67,4699,0.094,22.192403,552.9629,0.19609207,0,0,0,0.29475959
Kepler-241 c,,36.065978,0.189,609.86,,0.67,4699,0.189,5.4895459,389.96804,0.19609207,0,0,0,0.42051534
Kepler-242 b,,8.20395,0.075,610.6,,0.85,5020,0.075,73.083416,744.90282,0.41109422,0,0,0,0.24306509
Kepler-242 c,,14.496481,0.109,610.6,,0.85,5020,0.109,34.600978,617.8983,0.41109422,0,0,0,0.29245984
Kepler-243 b,,5.715442,0.062,707.94,,0.84,5228,0.062,122.85877,848.19645,0.4722691,0,0,0,0.24325899
Kepler-243 c,,20.026218,0.142,707.94,,0.84,5228,0.142,23.4214,560.46451,0.4722691,0,0,0,0.3095861
Kepler-244 b,,4.311792,0.05,1067.62,,0.8,5554,0.05,218.24893,979.226,0.54562231,0,0,0,0.22519914
Kepler-244 c,,9.767292,0.087,1067.62,,0.8,5554,0.087,72.086446,742.34932,0.54562231,0,0,0,0.2703606
Kepler-244 d,,20.050401,0.14,1067.62,,0.8,5554,0.14,27.837873,585.19947,0.54562231,0,0,0,0.28493685
Kepler-245 b,,7.49019,0.071,882.65,,0.8,5100,0.071,76.954253,754.57614,0.38792639,0,0,0,0.24423974
Kepler-245 c,,17.460812,0.124,882.65,,0.8,5100,0.124,25.229344,570.98066,0.38792639,0,0,0,0.29635476
Kepler-245 d,,36.277108,0.202,882.65,,0.8,5100,0.202,9.5070677,447.35939,0.38792639,0,0,0,0.32588481
Kepler-245 e,,3.2198211,,882.65,,0.8,5100,,,,0.38792639,0,0,0,
Kepler-246 b,,4.60182,0.052,637.44,,0.83,5206,0.052,167.66978,916.76623,0.45337909,0,0,0,0.24574515
Kepler-246 c,,11.187161,0.095,637.44,,0.83,5206,0.095,50.23591,678.26355,0.45337909,0,0,0,0.30583589
Kepler-247 b,,3.33616,0.042,676.38,,0.77,5100,0.042,203.7287,962.51602,0.35937743,0,0,0,0.27928421
Kepler-247 c,,9.439452,0.084,676.38,,0.77,5100,0.084,50.932176,680.6016,0.35937743,0,0,0,0.19590068
Kepler-247 d,,20.477912,0.14,676.38,,0.77,5100,0.14,18.335583,527.19173,0.35937743,0,0,0,0.23888331
Kepler-248 b,,6.308205,0.066,754.65,,0.83,5190,0.066,102.80788,811.24402,0.44783111,0,0,0,0.22097146
Kepler-248 c,,16.239494,0.123,754.65,,0.83,5190,0.123,29.60084,594.25237,0.44783111,0,0,0,0.21255433
Kepler-249 b,,3.306539,0.035,191.44,,0.48,3568,0.035,27.3108,582.40958,0.033455729,0,0,0,0.34218022
Kepler-249 c,,7.113702,0.058,191.44,,0.48,3568,0.058,9.9452228,452.42702,0.033455729,0,0,0,0.40432766
Kepler-249 d,,15.368459,0.097,191.44,,0.48,3568,0.097,3.5557157,349.8458,0.033455729,0,0,0,0.57349026
Kepler-25 b,8.7402701,6.238297,,244.96,1.19,1.31,6270,0.070264787,481.31723,1193.3067,2.3763007,0,0,0,0.2224943
Kepler-25 c,15.223961,12.7207,,244.96,1.19,1.31,6270,0.11299016,186.142,941.02891,2.3763007,0,0,0,0.15190586
Kepler-25 d,71.829129,122.4,,244.96,1.19,1.31,6270,0.51546662,9.1729746,441.96344,2.3763007,0,0,0,0.18901462
Kepler-250 b,,4.148141,0.048,777.31,,0.81,5160,0.048,180.87353,934.30498,0.41673261,0,0,0,0.29929595
Kepler-250 c,,7.156804,0.069,777.31,,0.81,5160,0.069,87.53048,779.26422,0.41673261,0,0,0,0.2560295
Kepler-250 d,,17.648312,0.127,777.31,,0.81,5160,0.127,25.837474,574.39073,0.41673261,0,0,0,0.29522047
Kepler-251 b,,4.790936,0.053,948.98,,0.89,5526,0.053,235.59195,998.1252,0.66177778,0,0,0,0.29160682
Kepler-251 c,,16.514043,0.122,948.98,,0.89,5526,0.122,44.462361,657.87448,0.66177778,0,0,0,0.24693041
Kepler-251 d,,30.133001,0.182,948.98,,0.89,5526,0.182,19.9788,538.62594,0.66177778,0,0,0,0.27934158
Kepler-251 e,,99.640161,0.404,948.98,,0.89,5526,0.404,4.0546134,361.51995,0.66177778,0,0,0,0.45894451
Kepler-252 b,,6.668391,0.058,383.59,,0.55,4208,0.058,25.261606,571.16311,0.084980044,0,0,0,0.34258755
Kepler-252 c,,10.848463,0.08,383.59,,0.55,4208,0.08,13.278132,486.32786,0.084980044,0,0,0,0.33928204
Kepler-253 b,,3.783986,0.046,858.93,,0.79,5208,0.046,194.40663,951.31135,0.41136443,0,0,0,0.28014372
Kepler-253 c,,10.281951,0.089,858.93,,0.79,5208,0.089,51.933395,683.92202,0.41136443,0,0,0,0.2484644
Kepler-253 d,,18.119869,0.13,858.93,,0.79,5208,0.13,24.34109,565.88726,0.41136443,0,0,0,0.2518448
Kepler-254 b,,5.826662,0.064,1446.45,,0.91,5957,0.064,228.09821,990.09161,0.93429028,0,0,0,0.18462777
Kepler-254 c,,12.412183,0.105,1446.45,,0.91,5957,0.105,84.742883,772.98438,0.93429028,0,0,0,0.26260008
Kepler-254 d,,18.746477,0.139,1446.45,,0.91,5957,0.139,48.356207,671.82779,0.93429028,0,0,0,0.25694948
Kepler-255 b,,5.714606,0.063,1084.5,,0.93,5573,0.063,188.33438,943.79422,0.74749917,0,0,0,0.28407222
Kepler-255 c,,9.946047,0.092,1084.5,,0.93,5573,0.092,88.31512,781.00475,0.74749917,0,0,0,0.22383986
Kepler-255 d,,1.0456227,,1084.5,,0.93,5573,,,,0.74749917,0,0,0,
Kepler-256 b,,1.620493,0.027,1057.36,,1.3,5551,0.027,1972.1173,1697.767,1.4376735,0,0,0,0.27539198
Kepler-256 c,,3.38802,0.045,1057.36,,1.3,5551,0.045,709.96221,1315.0847,1.4376735,0,0,0,0.24899865
Kepler-256 d,,5.839172,0.064,1057.36,,1.3,5551,0.064,350.9945,1102.732,1.4376735,0,0,0,0.23541715
Kepler-256 e,,10.681572,0.096,1057.36,,1.3,5551,0.096,155.99756,900.37693,1.4376735,0,0,0,0.24578855
Kepler-257 b,,2.382667,0.034,797.75,,1.04,5180,0.034,603.55455,1262.7694,0.69770906,0,0,0,0.22780839
Kepler-257 c,,6.581484,0.066,797.75,,1.04,5180,0.066,160.17196,906.3408,0.69770906,0,0,0,0.14883636
Kepler-257 d,,24.664551,0.16,797.75,,1.04,5180,0.16,27.25426,582.10792,0.69770906,0,0,0,0.19237453
Kepler-258 b,,13.19722,0.103,585.6,,0.92,4942,0.103,42.638392,651.02117,0.4523507,0,0,0,0.20126189
Kepler-258 c,,33.653079,0.193,585.6,,0.92,4942,0.193,12.143969,475.59258,0.4523507,0,0,0,0.27912272
Kepler-259 b,,8.115317,0.079,1031.58,,0.9,5938,0.079,144.57069,883.41542,0.90226568,0,0,0,0.22623798
Kepler-259 c,,36.924931,0.217,1031.58,,0.9,5938,0.217,19.160859,533.02632,0.90226568,0,0,0,0.28489306
Kepler-26 b,5.1202091,12.28,,338.55,0.54,0.51,3914,0.084808567,7.6038377,423.06112,0.054690549,0,0,0,0.36325709
Kepler-26 c,6.2008243,17.2559,,338.55,0.54,0.51,3914,0.10639778,4.8311127,377.70845,0.054690549,0,0,0,0.43167552
Kepler-26 d,,3.543919,0.039,338.55,0.54,0.51,3914,0.039,35.956969,623.86508,0.054690549,0,0,0,0.33079003
Kepler-26 e,,46.827915,0.22,338.55,0.54,0.51,3914,0.22,1.12997,262.67071,0.054690549,1,0,2,0.70443403
Kepler-260 b,,8.187399,0.075,638.85,,0.86,5250,0.075,89.495302,783.60098,0.50341107,0,0,0,0.26911881
Kepler-260 c,,76.050178,0.332,638.85,,0.86,5250,0.332,4.5671639,372.44021,0.50341107,0,0,0,0.50849803
Kepler-261 b,,10.381227,0.088,320.43,,0.79,5098,0.088,48.772701,673.26977,0.3776958,0,0,0,0.27261793
Kepler-261 c,,24.570858,0.156,320.43,,0.79,5098,0.156,15.520044,505.67112,0.3776958,0,0,0,0.33556291
Kepler-262 b,,13.060855,0.108,624.08,,0.88,5841,0.108,69.23972,734.90929,0.8076121,0,0,0,0.3047519
Kepler-262 c,,21.853722,0.152,624.08,,0.88,5841,0.152,34.95551,619.47505,0.8076121,0,0,0,0.31074294
Kepler-263 b,,16.568087,0.12,771.09,,0.79,5265,0.12,29.838284,595.4405,0.42967129,0,0,0,0.26471559
Kepler-263 c,,47.332773,0.242,771.09,,0.79,5265,0.242,7.3367817,419.29657,0.42967129,0,0,0,0.38490682
Kepler-264 b,,40.806231,0.249,968.15,,1.55,6158,0.249,49.924312,677.20933,3.0953573,0,0,0,0.2213857
Kepler-264 c,,140.10126,0.566,968.15,,1.55,6158,0.566,9.6622422,449.17377,3.0953573,0,0,0,0.33379176
Kepler-265 b,,6.846262,0.069,1328.21,,1.1,5835,0.069,263.9607,1026.9037,1.2567169,0,0,0,0.26668325
Kepler-265 c,,17.028937,0.127,1328.21,,1.1,5835,0.127,77.916604,756.92424,1.2567169,0,0,0,0.24099353
Kepler-265 d,,43.130617,0.236,1328.21,,1.1,5835,0.236,22.563863,555.26241,1.2567169,0,0,0,0.28602114
Kepler-265 e,,67.831024,0.319,1328.21,,1.1,5835,0.319,12.349691,477.59408,1.2567169,0,0,0,0.32217156
Kepler-266 b,,6.61833,0.071,1425.27,,1.03,5885,0.071,226.16858,987.99097,1.1401158,0,0,0,0.23744678
Kepler-266 c,,107.7236,0.457,1425.27,,1.03,5885,0.457,5.4590436,389.4252,1.1401158,0,0,0,0.35740261
Kepler-267 b,,3.353728,0.037,267,,0.56,4258,0.037,67.465832,730.15637,0.092360724,0,0,0,0.27501863
Kepler-267 c,,6.87745,0.06,267,,0.56,4258,0.06,25.655757,573.37812,0.092360724,0,0,0,0.29789937
Kepler-267 d,,28.464515,0.154,267,,0.56,4258,0.154,3.8944478,357.89562,0.092360724,0,0,0,0.49931101
Kepler-268 b,,25.934138,0.18,873.21,,1.27,6081,0.18,60.988941,711.96342,1.9760417,0,0,0,0.24952981
Kepler-268 c,,83.446393,0.391,873.21,,1.27,6081,0.391,12.925358,483.06498,1.9760417,0,0,0,0.28262419
Kepler-269 b,,5.326718,0.061,2418.83,,0.96,5847,0.061,259.36049,1022.4001,0.96508038,0,0,0,0.23723397
Kepler-269 c,,8.127899,0.081,2418.83,,0.96,5847,0.081,147.09349,887.24441,0.96508038,0,0,0,0.27911446
Kepler-27 b,2895.4131,15.3348,0.118,1075.1,0.65,0.59,5400,0.118,19.045996,532.22569,0.26519645,0,0,0,0.2349503
Kepler-27 c,4386.0264,31.3309,0.191,1075.1,0.65,0.59,5400,0.191,7.2694403,418.3311,0.26519645,0,0,0,0.2887916
Kepler-270 b,,11.476094,0.107,975.46,,1.46,6067,0.107,226.00746,987.81497,2.5875595,0,0,0,0.26022151
Kepler-270 c,,25.262887,0.18,975.46,,1.46,6067,0.18,79.862946,761.60755,2.5875595,0,0,0,0.28285697
Kepler-271 b,,10.435478,,418,0.9,0.87,5555,0.090212204,79.347421,760.3755,0.6457485,0,0,0,0.30655505
