P_NAME,P_MASS,P_PERIOD,P_SEMI_MAJOR_AXIS,S_DISTANCE,S_MASS,S_RADIUS,S_TEMPERATURE,P_DISTANCE,P_FLUX,P_TEMP_EQUIL,S_LUMINOSITY,P_HABZONE_OPT,P_HABZONE_CON,P_HABITABLE,P_ESI
HD 219134 h,108.06152,2247,3.11,6.53,0.81,0.78,4699,3.115598,0.027527197,103.70311,0.26576613,0,0,0,0.098375903
HD 219415 b,317.828,2093.3,3.2,165.97,1,2.9,4820,3.456,0.43334441,200.14562,4.0669871,1,1,0,0.32778158
HD 219666 b,16.600157,6.03607,0.06356,94.43,0.92,1.03,5527,0.06356,219.55998,980.69329,0.88699456,0,0,0,0.16215706
HD 219828 b,20.976648,3.83492,0.0507,73.27,1.18,1.61,5807,0.050958595,1032.6622,1441.452,2.6408741,0,0,0,0.15458348
HD 219828 c,4640.2888,4682,5.79,73.27,1.18,1.61,5807,7.6903476,0.13439379,128.17631,2.6408741,0,0,0,0.19288878
HD 220074 b,5288.658,672.09998,1.6,327.41,2.2,54.92,3787,1.61568,219.27509,976.74869,555.81585,0,0,0,0.077731589
HD 220689 b,355.33171,2266.4,3.396,46.94,1.02,1.07,5921,3.4009514,0.10948011,146.46739,1.2607717,0,0,0,0.16614438
HD 220773 b,460.8506,3724.7,4.94,49,1.16,,5940,5.582447,0.097017885,134.55201,2.0365366,0,0,0,0.15696791
HD 220842 b,1010.693,218.47,0.74,62.5,1.13,,5960,0.80038992,4.014041,348.92275,2.0107215,0,0,0,0.25922665
HD 221287 b,982.08853,456.1,1.25,56.01,1.25,,6304,1.254,1.1540841,263.74345,1.7974767,1,1,0,0.39108807
HD 221416 b,60.387321,14.2767,0.1228,95.08,1.21,2.94,5080,0.12361201,344.2963,1094.6998,5.1574872,0,0,0,0.094471276
HD 221420 b,3082.9316,22482,18.5,31.17,1.67,,5830,20.1317,0.012661277,82.451159,3.9325942,0,0,0,0.084725022
HD 221585 b,511.70308,1173,2.306,55.94,1.19,,5620,2.3234437,0.49132899,212.6905,2.5928696,1,1,0,0.34456389
HD 222076 b,495.81168,871,1.83,91.39,1.07,4.1,4806,1.835856,2.4070408,316.95178,8.0351026,0,0,0,0.32408811
HD 222155 b,673.79537,3999,5.14,50.68,1.21,1.85,5701,5.205792,0.12420566,150.51256,3.2391888,0,0,0,0.17931363
HD 222582 b,2660.2204,572.38,1.34,42.21,1.12,1.13,5790,1.697043,1.0477201,225.24678,1.2857596,1,1,0,0.39713063
HD 224538 b,1897.4332,1189.1,2.28,79.24,1.34,1.54,6097,2.5254374,0.63763514,217.72662,2.9362624,1,1,0,0.37599226
HD 224693 b,222.4796,26.6904,0.191,93.75,1.31,1.93,5894,0.19203293,111.00397,825.26749,4.0275764,0,0,0,0.073858537
HD 22781 b,4338.3522,528.07,1.167,32.63,0.75,,5027,1.5584846,0.37739485,164.78175,0.29483922,0,0,0,0.31969763
HD 23079 b,829.53109,730.59998,1.6,33.49,1.12,1.07,5974,1.608,0.51293167,215.19988,1.306523,1,1,0,0.35125129
HD 23127 b,485.32336,1211.17,2.37,94.11,1.21,1.49,5843,2.5653307,0.45167094,202.01607,2.3184873,1,1,0,0.33440115
HD 231701 b,359.14564,141.63,0.567,109.22,1.21,1.53,6101,0.57179115,9.1161328,441.27716,2.9058662,0,0,0,0.16634374
HD 233604 b,2089.7191,192,0.747,868.63,1.5,10.9,4791,0.74793375,100.63491,806.54436,56.084949,0,0,0,0.080799712
HD 23472 b,17.919143,17.667,0.121,39.08,0.75,0.73,,0.121,,,,0,0,0,
HD 23472 c,17.178604,29.625,0.17,39.08,0.75,0.73,,0.17,,,,0,0,0,
HD 23596 b,2869.9869,1561,2.77,52.08,1.47,1.53,6040,2.8709665,0.37783,196.94341,2.7913819,1,0,0,0.31827987
HD 238914 b,1906.968,4100,5.7,527.24,1.47,12.73,4769,6.59376,2.7900783,307.45307,75.10256,0,0,0,0.30977109
HD 240210 b,1655.8839,501.75,1.16,142.86,0.82,,4297,1.17305,25.222571,568.51563,33.5555,0,0,0,0.1099252
HD 240237 b,5050.287,745.70001,1.92,958.16,8.76,71.23,3926,2.0736,319.6492,1043.0526,1079.98,0,0,0,0.076073116
HD 24040 b,1226.8161,3668,4.92,46.68,1.11,1.3,5802,4.923936,0.070942054,131.44391,1.7158774,0,0,0,0.13779628
HD 24064 b,4096.803,535.59998,1.29,302.86,1.61,40,4052,1.3690125,247.90392,986.69295,386.44383,0,0,0,0.076448725
HD 24085 b,11.800954,2.0455,0.034,54.99,1.22,,6034,0.0348228,,,,0,0,0,
HD 25015 b,1423.8695,6019.32,6.19,37.47,0.86,0.83,5160,6.6607495,0.012401951,82.461793,0.43756607,0,0,0,0.082309189
HD 25171 b,290.81262,1802.29,2.971,55.7,1.08,1.23,6125,2.9736204,0.21632232,173.69066,1.9077578,0,0,0,0.23729462
HD 2638 b,133.48776,3.4442,0.04,55.05,0.77,0.94,5186,0.04,357.894,1108.1116,0.5726304,0,0,0,0.066038351
HD 2685 b,371.85876,4.12688,0.0568,197.98,1.43,1.56,6801,0.05703518,1451.9042,1570.1918,4.6647561,0,0,0,0.057259047
HD 26965 b,8.4701163,42.378,,5.04,0.78,0.87,5072,0.21910319,9.3710666,445.61704,0.44879099,0,0,0,0.33604124
HD 27442 b,495.81168,428.1,1.271,18.28,1.23,,4846,1.2732878,1.7108788,291.17635,2.7588443,0,0,0,0.36284752
HD 27631 b,474.83504,2198.14,3.242,50.36,0.94,0.92,5737,3.2742271,0.078947481,134.53857,0.82149268,0,0,0,0.14200396
HD 27894 b,211.35562,18.02,0.125,43.88,0.8,,,0.12513806,,,,0,0,0,
HD 27894 c,51.488136,36.07,0.198,43.88,0.8,,,0.19802227,,,,0,0,0,
HD 27894 d,1721.0386,5174,5.448,43.88,0.8,,,5.8601984,,,,0,0,0,
HD 28185 b,1875.1852,379,1.02,39.43,1.02,1.03,5662,1.021275,0.94012534,250.74803,0.97688301,1,1,0,0.39548298
HD 28254 b,368.68048,1116,2.15,54.7,1.06,1.48,5664,2.8553075,0.74509568,196.71242,2.0197846,1,1,0,0.38057687
HD 285507 b,311.47144,6.0881,0.06,45.09,0.82,0.69,4503,0.060243,48.916815,672.74054,0.17538588,0,0,0,0.086454966
HD 285968 b,8.2635281,8.7836,0.066,9.47,0.45,0.45,3679,0.066,7.6303587,423.42954,0.033237842,0,0,0,0.36162452
HD 28678 b,490.09078,380.2,1.18,190.92,1.53,6.48,4972,1.1930986,16.69838,512.8478,22.991279,0,0,0,0.1253473
HD 29021 b,762.78721,1362.3,2.28,31.02,0.85,0.85,5560,2.5201763,0.13394598,147.55743,0.61862243,0,0,0,0.18690295
HD 290327 b,772.32205,2443,3.43,56.52,0.84,0.95,5505,3.440976,0.063324405,127.64832,0.74261745,0,0,0,0.12971656
HD 2952 b,435.42436,311.60001,1.23,110.45,1.97,10.76,4844,1.2403935,38.073312,630.83235,57.11231,0,0,0,0.093172565
HD 30177 b,2740.313,2527.83,3.704,55.68,1.05,1.02,5607,3.7526039,0.068052516,129.47766,0.92132152,0,0,0,0.13761126
HD 30177 c,2415.4928,11613,9.89,55.68,1.05,1.02,5607,10.129338,0.00965587,79.125882,0.92132152,0,0,0,0.080907945
HD 30562 b,387.75016,1157,2.34,26.18,1.12,1.61,5882,3.015792,0.78117225,205.83416,2.7799724,1,1,0,0.38329896
HD 30669 b,149.37916,1684,2.69,57.1,0.92,0.91,5400,2.733578,0.0886327,138.15552,0.63087958,0,0,0,0.14692365
HD 30856 b,491.67992,847,1.85,131.7,1.17,4.4,4895,1.8534419,2.9152167,332.66655,9.9587489,0,0,0,0.29909618
HD 31253 b,197.05336,466,1.26,58.24,1.7,1.75,6130,1.3167,2.558261,316.59751,3.8744195,0,0,0,0.31304971
HD 31527 b,10.456541,16.5535,0.1254,38.57,0.96,,5898,0.126027,64.56038,720.80644,1.0101334,0,0,0,0.22003268
HD 31527 c,14.143346,51.2053,0.2663,38.57,0.96,,5898,0.26651304,14.255555,494.89215,1.0101334,0,0,0,0.25837329
HD 31527 d,11.823202,271.6737,0.8098,38.57,0.96,,5898,0.83312224,1.5867393,282.78912,1.0101334,1,0,0,0.57816412
HD 3167 b,,0.959624,0.0186,47.36,0.94,0.87,5528,0.0186,1830.5155,1666.4345,0.63328513,0,0,0,0.27007174
HD 3167 c,,29.83832,0.1841,47.36,0.94,0.87,5528,0.1841,18.68494,529.6852,0.63328513,0,0,0,0.27919207
HD 3167 d,6.9000459,8.509,0.07757,47.36,0.94,0.87,5528,0.082596536,112.81121,809.19162,0.63328513,0,0,0,0.24113308
HD 32518 b,966.19713,157.54,0.59,122.55,1.13,10.22,4580,0.5900295,118.296,840.19341,41.176777,0,0,0,0.077139211
HD 32963 b,222.4796,2372,3.41,38.12,0.94,,5727,3.4183545,0.08311567,136.66767,0.96410654,0,0,0,0.14341535
HD 330075 b,152.55744,3.38773,0.04,45.36,0.47,0.84,5000,0.04,246.94899,1009.9427,0.39511838,0,0,0,0.067700366
HD 33142 b,440.19178,326,1.07,121.8,1.41,4.45,4978,1.0723305,9.536931,447.34407,10.895025,0,0,0,0.16312243
HD 33142 c,1897.4332,834,,121.8,1.41,4.45,4978,1.9464169,2.8865901,331.92302,10.895025,0,0,0,0.30522218
HD 33283 b,104.56541,18.1991,0.1508,90.1,1.38,1.97,5935,0.16280376,206.89749,935.73303,4.3142369,0,0,0,0.076285863
HD 33564 b,2892.2348,388,1.1,20.97,1.25,,6250,1.16358,4.1077953,354.51838,4.6743209,0,0,0,0.25983045
HD 33844 b,638.83429,551.40002,1.6,106.1,1.84,5.39,4861,1.618,5.7420942,392.70158,14.533448,0,0,0,0.2140636
HD 33844 c,556.19901,916,2.24,106.1,1.84,5.39,4861,2.258928,2.921284,332.01082,14.533448,0,0,0,0.29924931
HD 34445 b,260.61896,1049,2.07,46.15,1.14,1.38,5879,2.1454515,0.49403382,210.5991,2.0382651,1,1,0,0.34271291
HD 34445 c,53.395104,214.67,0.7181,46.15,1.14,1.38,5879,0.71856533,3.9552361,359.19676,2.0382651,0,0,0,0.30146845
HD 34445 d,30.829316,117.87,0.4817,46.15,1.14,1.38,5879,0.48187558,8.7875078,438.58314,2.0382651,0,0,0,0.24225472
HD 34445 e,16.813101,49.175,0.2687,46.15,1.14,1.38,5879,0.26978824,28.345974,586.95648,2.0382651,0,0,0,0.20866173
HD 34445 f,37.821532,676.8,1.543,46.15,1.14,1.38,5879,1.5437414,0.85652015,245.04792,2.0382651,1,1,0,0.46983575
HD 34445 g,120.77464,5700,6.36,46.15,1.14,1.38,5879,6.3632563,0.05041606,120.69901,2.0382651,0,0,0,0.11622016
HD 35759 b,1195.0333,82.467,0.389,72.5,1.15,,6060,0.41843193,15.689382,491.87485,2.187141,0,0,0,0.13133459
HD 3651 b,72.464785,62.25,0.295,11.14,0.8,,5221,0.35636369,7.7723445,386.13234,0.51688414,0,0,0,0.20396536
HD 37124 b,214.5339,154.378,0.53364,31.69,0.85,,,0.53441805,,,,0,0,0,
HD 37124 c,207.22386,885.5,1.71,31.69,0.85,,,1.7233594,,,,0,0,0,
HD 37124 d,221.20829,1862,2.807,31.69,0.85,,,2.8429296,,,,0,0,0,
HD 37605 b,854.95733,55.01292,0.277,46.85,0.94,0.91,5329,0.34001061,10.562743,411.99249,0.59834865,0,0,0,0.15685495
HD 37605 c,1013.8713,2720,3.74,46.85,0.94,0.91,5329,3.741683,0.04279634,115.85726,0.59834865,0,0,0,0.11154887
HD 38283 b,127.1312,363.20001,1.02,38.1,1.37,1.49,5981,1.105731,2.6823811,315.13779,2.5454021,0,0,0,0.30710128
HD 38529 b,253.30892,14.30944,0.1294,42.41,1.41,2.56,5541,0.13447248,344.33518,1080.8964,5.5350453,0,0,0,0.067775362
HD 38529 c,4128.5858,2136.1,3.64,42.41,1.41,2.56,5541,3.8512592,0.44433556,203.29246,5.5350453,1,1,0,0.3405196
HD 38801 b,3082.296,685.25,1.623,91.68,1.21,2.03,5338,1.6232345,1.1382056,263.13374,2.9977472,1,0,0,0.39625205
HD 39091 b,3184.6366,2093.07,3.1,18.28,1.09,1.1,6037,3.7289419,0.19438273,154.01791,1.4399875,0,0,0,0.23205937
HD 39855 b,8.4987208,3.2498,0.041,23.28,0.87,,5576,0.0414018,,,,0,0,0,
HD 40307 b,4.0046328,4.3123,0.0468,12.94,0.77,,4956,0.047736,179.75337,925.76462,0.3857486,0,0,0,0.27062747
HD 40307 c,6.6108225,9.6184,0.0799,12.94,0.77,,4956,0.08004382,60.533243,710.14949,0.3857486,0,0,0,0.2537284
HD 40307 d,9.5030573,20.432,0.1321,12.94,0.77,,4956,0.13242365,22.159776,552.25088,0.3857486,0,0,0,0.26168873
HD 40307 f,5.2123792,51.76,0.247,12.94,0.77,,4956,0.2470494,6.3240796,403.98167,0.3857486,0,0,0,0.42563219
HD 40307 g,7.0875645,197.8,0.6,12.94,0.77,,4956,0.62523,1.1196385,257.81584,0.3857486,1,1,2,0.6874683
HD 40956 b,858.13561,578.6,1.4,116.99,2,8.56,4869,1.44032,19.391954,528.73943,36.897358,0,0,0,0.11930875
HD 40979 b,1484.2568,264.14999,0.85,34.12,1.45,1.21,6165,0.8765625,2.7087456,322.92965,1.8949236,0,0,0,0.31276997
HD 41004 A b,807.28313,963,,43.03,0.7,,5010,2.1580477,0.21284159,150.41482,0.41090118,0,0,0,0.23855321
HD 41004 B b,5838.5004,1.3283,,43.03,0.4,,,0.017477636,,,,0,0,0,
HD 4113 b,495.81168,526.62,1.28,41.92,0.99,,5688,1.8018618,1.4362723,210.48251,1.0110252,1,1,0,0.3774133
HD 42012 b,508.5248,857.5,1.67,36.84,0.83,0.82,5405,1.7034,0.18816142,166.51907,0.51416102,0,0,0,0.22225448
HD 4203 b,708.75645,431.88,1.17,81.57,1.25,1.42,5596,1.328184,1.5151723,266.81117,1.7716428,1,0,0,0.37485439
HD 4203 c,689.68677,6700,6.95,81.57,1.25,1.42,5596,7.15016,0.037782345,111.0858,1.7716428,0,0,0,0.10568362
HD 4208 b,257.44068,832.97,1.662,34.23,0.88,0.85,5717,1.6634659,0.25056512,180.19025,0.69151128,0,0,0,0.2554822
HD 42618 b,14.400787,149.61,0.554,24.35,1.01,1,5727,0.5639997,3.1986142,338.3763,0.96382321,0,0,0,0.44172971
HD 4308 b,15.8914,15.56,0.12,22.03,0.93,1.02,5686,0.12,67.663416,730.69038,0.97435319,0,0,0,0.18944889
HD 4313 b,612.45456,356.21,1.157,136.82,1.63,5.14,4943,1.1695008,10.672211,458.59847,14.131144,0,0,0,0.15508539
HD 43197 b,190.6968,327.8,0.92,56.3,0.96,1,5508,1.236894,1.746782,239.54251,0.82463995,1,1,0,0.35725316
HD 43691 b,810.46141,36.9987,0.238,85.81,1.32,1.6,6093,0.238754,55.986029,696.0613,3.1612098,0,0,0,0.086387467
HD 44219 b,184.34024,472.3,1.19,50.4,1,1.32,5752,1.4113995,1.5229051,260.15953,1.7088818,1,1,0,0.3692825
HD 45184 b,12.204595,5.8854,0.0644,21.88,1.03,,5869,0.06455778,245.2884,1007.3127,1.0148039,0,0,0,0.19518716
HD 45184 c,8.8038357,13.1354,0.11,21.88,1.03,,5869,0.1102695,84.074322,770.74536,1.0148039,0,0,0,0.22794
HD 45350 b,568.91213,963.6,1.92,46.94,1.02,,5616,2.5010726,0.51386873,183.31688,1.1901372,0,0,0,0.35002486
HD 45364 b,59.497402,226.93,0.6813,34.39,0.82,,5434,0.69096034,1.5964343,284.83626,0.73043375,1,0,0,0.41190401
HD 45364 c,209.09904,342.85,0.8972,34.39,0.82,,5434,0.90145576,0.91174242,248.50625,0.73043375,1,1,0,0.38616366
HD 45652 b,137.61953,44.073,0.237,34.89,0.92,0.94,5294,0.28066121,13.930901,452.90427,0.62184207,0,0,0,0.13240564
HD 46375 b,71.829129,3.023573,0.0398,29.58,0.92,,5285,0.039878983,328.36259,1083.7012,0.51910623,0,0,0,0.089551175
HD 47186 b,22.24796,4.0845,0.05,37.5,0.96,1.08,5657,0.05004,428.43859,1158.7418,1.0702392,0,0,0,0.15238376
HD 47186 c,111.43368,1353.6,2.395,37.5,0.96,1.08,5657,2.4692462,0.19264984,166.78267,1.0702392,0,0,0,0.22781713
HD 4732 b,753.25237,360.2,1.19,54.87,1.74,5.4,4959,1.2000555,11.25278,465.12936,15.799837,0,0,0,0.15169376
HD 4732 c,753.25237,2732,4.6,54.87,1.74,5.4,4959,4.72167,0.76725375,236.03292,15.799837,1,1,0,0.38501839
HD 47366 b,556.19901,363.3,1.214,84.56,1.81,7.3,4866,1.218808,18.235274,525.68525,26.768423,0,0,0,0.12110895
HD 47366 c,591.16009,684.7,1.853,84.56,1.81,7.3,4866,1.9246036,8.115923,423.6142,26.768423,0,0,0,0.17817739
HD 47536 b,2326.501,712.13,1.93,122.95,0.91,22.39,4424,1.9686,47.141899,662.49574,172.05104,0,0,0,0.092704376
HD 48265 b,484.6877,778.51,1.814,90.78,1.31,1.9,5733,1.8543805,1.0862717,257.88977,3.4940057,1,1,0,0.38963454
HD 4917 b,513.29222,400.5,1.167,205.45,1.32,5.01,4802,1.1695417,8.7995197,438.43404,11.95784,0,0,0,0.17045393
HD 49674 b,31.7828,4.94737,0.06,43.09,1.03,1.02,5602,0.060243,256.05011,1017.57,0.91803958,0,0,0,0.13224296
HD 50499 b,519.96661,2447.1,3.833,46.35,1.25,1.35,6102,3.9686039,0.15984626,158.90183,2.2638362,0,0,0,0.20394598
HD 50499 c,931.23605,8619.9,9.02,46.35,1.25,1.35,6102,9.02,0.027824792,104.05259,2.2638362,0,0,0,0.096782201
HD 50554 b,1574.5199,1293,2.353,31.19,1.04,1.02,5987,2.6483027,0.24994333,170.83969,1.1976393,0,0,0,0.26115436
HD 51608 b,12.776686,14.0726,0.1059,34.83,0.8,,5358,0.1063289,63.148553,717.0904,0.70532498,0,0,0,0.20608105
HD 51608 c,14.30226,95.9446,0.3809,34.83,0.8,,5358,0.38463282,4.9098211,377.83478,0.70532498,0,0,0,0.37340089
HD 52265 b,384.57188,119.27,0.52,30.01,1.2,,6136,0.538954,6.9894196,408.4394,1.8197473,0,0,0,0.19141179
HD 5319 b,494.54037,637.1,1.57,121.83,1.27,4.06,4871,1.5766442,3.387347,345.07866,8.3140615,0,0,0,0.27913999
HD 5319 c,334.67289,872.2,1.93,121.83,1.27,4.06,4871,1.9623169,2.2703625,310.7437,8.3140615,0,0,0,0.32997851
HD 55696 b,1229.9944,1827,3.18,78.15,1.29,1.52,6012,3.9702697,0.37707199,176.64996,2.7042803,0,0,0,0.31486875
HD 5583 b,1837.0459,139.35,0.53,221,1.01,9.09,4830,0.53153064,143.8504,881.35559,40.290711,0,0,0,0.077309987
HD 5608 b,534.26887,779.9,1.911,58.21,1.53,5.14,4877,1.9139964,3.6727095,352.48111,13.391398,0,0,0,0.26870091
HD 564 b,104.88324,492.3,1.2,53.6,0.96,1.01,5902,1.2055296,0.77370647,238.52592,1.1089915,1,1,0,0.39076355
HD 5891 b,2425.0277,177.11,0.64,285.75,1.93,10.64,4673,0.641568,118.37547,839.57695,48.367654,0,0,0,0.079651876
HD 59686 A b,2199.3698,299.36,1.086,96.8,1.9,13.2,4658,1.0873575,62.390482,715.68296,73.491049,0,0,0,0.087256664
HD 60532 b,336.89768,201.9,0.77,25.99,1.5,2.57,6245,0.796026,15.721793,500.72793,9.0008736,0,0,0,0.1276471
HD 60532 c,797.74829,600.1,1.6,25.99,1.5,2.57,6245,1.60072,3.5175495,348.8443,9.0008736,0,0,0,0.27575682
HD 62509 b,731.00441,589.64,1.64,10.34,2.1,8.31,4946,1.640328,13.769124,490.72582,37.026029,0,0,0,0.13777659
HD 63454 b,79.457001,2.81805,0.04,37.73,0.42,0.77,4812,0.04,178.01336,930.5893,0.28482137,0,0,0,0.088000247
HD 63765 b,168.44884,358,0.94,32.57,0.65,0.83,5449,0.967072,0.63436427,224.86454,0.54414177,1,1,0,0.36614253
HD 64114 b,17.798368,45.791,0.246,31.55,0.95,,5676,0.2477712,,,,0,0,0,
HD 6434 b,155.73572,21.998,0.14,42.41,1.1,1.12,5769,0.142023,64.452356,717.91336,1.2448782,0,0,0,0.079657814
HD 65216 b,411.58726,577.6,1.301,35.16,0.87,,5612,1.3484215,0.47115137,208.11696,0.76785346,1,1,0,0.33886654
HD 65216 c,645.19085,5370,5.75,35.16,0.87,,5612,5.8330875,0.023567346,99.275025,0.76785346,0,0,0,0.091537987
HD 66141 b,1906.968,480.5,1.2,68.16,1.1,21.4,4323,1.20294,99.761112,804.4247,143.30361,0,0,0,0.080637543
HD 66428 b,1018.3209,2263.12,3.467,53.36,1.08,1.1,5773,3.8883254,0.1151433,141.0137,1.204149,0,0,0,0.17365301
HD 67087 b,972.55369,352.2,1.08,76.69,1.36,1.55,6330,1.095606,3.0066813,333.64466,3.4559455,0,0,0,0.29737553
HD 67087 c,1541.4658,2374,3.86,76.69,1.36,1.55,6330,4.974768,0.35688666,169.22453,3.4559455,0,0,0,0.30842452
HD 6718 b,533.95104,2496,3.55,51.42,1.08,0.95,5801,3.56775,0.073025244,132.18902,0.91568757,0,0,0,0.13723049
HD 68402 b,975.73197,1103,2.18,78.61,1.12,1.02,5950,2.180981,0.24594579,179.38306,1.1683067,0,0,0,0.25744696
HD 68988 b,626.12117,6.27711,0.07,60.95,1.28,1.19,5932,0.070504,322.95403,1077.0858,1.5710396,0,0,0,0.070330698
HD 69830 b,10.202279,8.667,0.0785,12.56,0.86,,5385,0.0788925,,,,0,0,0,
HD 69830 c,11.791419,31.56,0.186,12.56,0.86,,5385,0.1875717,,,,0,0,0,
HD 69830 d,18.116196,197,0.63,12.56,0.86,,5385,0.6315435,,,,0,0,0,
HD 70573 b,1938.7508,851.8,1.76,45.7,1,,5737,1.9008,0.24036037,172.72433,0.68238244,0,0,0,0.25680865
HD 70642 b,633.43121,2124.54,3.318,29.3,1.08,0.98,5732,3.3688069,0.085697244,137.04398,0.92889265,0,0,0,0.14854378
HD 7199 b,85.813561,615,1.36,36.19,0.77,0.97,5371,1.384548,0.38633043,199.47993,0.70154046,1,1,0,0.33168878
HD 72490 b,561.91991,858,1.88,126.79,1.21,4.96,4934,1.8944534,3.7247547,352.90601,13.06317,0,0,0,0.26702
HD 72659 b,1223.6378,3658,4.75,51.97,1.43,1.46,5932,4.86495,0.10744457,144.5163,2.3648246,0,0,0,0.1681931
HD 72892 b,1732.1626,39.475,0.228,69.87,1.02,1.22,5688,0.24839791,29.63375,573.16685,1.3958754,0,0,0,0.10433789
HD 73267 b,984.31333,1245.36,2.187,54.91,0.9,0.91,5387,2.2448461,0.13423441,152.65245,0.62482635,0,0,0,0.18789128
HD 73526 b,978.91025,188.3,0.65,97.51,1.14,1.53,5601,0.6617325,4.9761229,377.90466,2.0641146,0,0,0,0.2321675
HD 73526 c,715.11301,379.1,1.03,97.51,1.14,1.53,5601,1.070376,2.0266937,299.38895,2.0641146,0,0,0,0.34630363
HD 73534 b,353.42474,1750,2.99,83.53,1.16,2.58,4917,3.0137346,0.39306249,201.12163,3.4860121,1,1,0,0.31579843
HD 74156 b,572.09041,51.645,0.292,64.6,1.24,,6068,0.34939683,,,,0,0,0,
HD 74156 c,2561.6937,2473,3.85,64.6,1.24,,6068,4.2092512,,,,0,0,0,
HD 7449 b,161.45663,1255.5,2.38,38.71,1.05,,6024,3.387216,0.47170239,155.05654,1.047171,0,0,0,0.33563575
HD 75289 b,155.73572,3.50927,0.05,29.14,1.29,1.23,6117,0.0500225,759.46594,1337.207,1.8978103,0,0,0,0.064856719
HD 75784 b,317.828,341.2,1.032,85.64,1.26,3.4,4867,1.036855,5.4825838,389.15442,5.8115485,0,0,0,0.21718167
HD 75784 c,1792.5499,7900,8.4,85.64,1.26,3.4,4867,9.4043082,0.0944225,134.31499,5.8115485,0,0,0,0.15885306
HD 75898 b,861.31389,422.9,1.191,78.23,1.26,1.58,5963,1.1982056,2.0057742,302.49977,2.827887,0,0,0,0.34819459
HD 76700 b,66.743881,3.97097,0.05,60.99,0.99,1.37,5644,0.0502025,685.33648,1301.5445,1.706388,0,0,0,0.091076805
HD 76920 b,1249.0641,415.4,1.149,184.8,1.17,7.47,4698,1.5699568,35.683842,497.23738,24.35465,0,0,0,0.097791256
HD 77338 b,19.06968,5.7361,0.06,46,1.37,0.97,5341,0.060243,191.33128,946.08369,0.68599733,0,0,0,0.16586334
HD 7924 b,6.3565601,5.39792,0.06,17,0.65,0.78,5131,0.060108,105.13966,815.25399,0.37782084,0,0,0,0.24750283
HD 7924 c,7.8598865,15.299,0.1134,17,0.65,0.78,5131,0.11394455,29.522652,592.78678,0.37782084,0,0,0,0.26267992
HD 7924 d,6.4391953,24.451,0.1551,17,0.65,0.78,5131,0.15851995,16.064088,505.76542,0.37782084,0,0,0,0.31015569
HD 79498 b,425.88952,1807,2.98,49.02,1.08,1.05,5748,3.4726313,0.14841131,146.99896,1.0782868,0,0,0,0.195477
HD 80606 b,1392.0867,111.4367,,66.6,1.15,1.04,5561,0.67999726,11.188809,335.83774,0.9267592,0,0,0,0.15898155
HD 81040 b,2310.6096,1001.7,1.94,34.47,1.05,0.91,5755,2.212473,0.25500849,170.45264,0.81386569,0,0,0,0.2650915
HD 81688 b,858.13561,184.02,0.81,85.92,2.1,13,4753,0.81,117.78136,839.29387,77.276351,0,0,0,0.076858935
HD 82886 b,740.53925,705,1.58,127.52,2.53,5.26,4953,1.583871,5.990815,398.21403,14.918785,0,0,0,0.2097798
HD 82943 b,534.26887,441.47,1.18306,27.61,1.2,,6016,1.1985841,0.96707996,251.39081,1.3356756,1,1,0,0.39060995
HD 82943 c,622.62506,220.078,0.74345,27.61,1.2,,6016,0.79332646,2.5970636,314.89377,1.3356756,0,0,0,0.31514153
HD 8326 b,66.600858,158.991,0.533,30.71,0.8,,4914,0.54366,,,,0,0,0,
HD 83443 b,108.06152,2.9857,0.04,40.95,0.79,0.94,5442,0.040002,433.99051,1162.8048,0.6943501,0,0,0,0.072377826
HD 8535 b,216.12304,1313,2.45,52.5,1.13,1.19,6136,2.4775625,0.30306335,188.22549,1.798556,0,0,0,0.2798596
HD 85390 b,31.464972,799.52,1.373,33.56,0.76,,5186,1.544625,0.32104091,181.91669,0.52412163,0,0,0,0.37405678
HD 85512 b,3.17828,58.43,0.26,11.28,0.43,0.71,4300,0.261573,2.2981373,312.96699,0.15441133,0,0,0,0.67770784
HD 8574 b,645.19085,227,0.76,44.88,1.34,1.38,6064,0.7942,4.1873157,358.10074,2.3071912,0,0,0,0.25229472
HD 86081 b,470.38544,2.1378431,0.0346,104.24,1.21,1.46,5939,0.03460245,1984.8432,1700.4542,2.3760067,0,0,0,0.066817227
HD 86226 b,292.40176,1695,2.84,45.74,1.06,1.02,5903,2.87195,0.14193355,155.70994,1.1318272,0,0,0,0.18978765
HD 86264 b,2224.796,1475,2.86,67.94,1.42,1.88,6210,3.5607,0.80622004,214.11209,4.709456,1,1,0,0.39184744
HD 8673 b,4513.1576,1634,3.02,37.9,1.35,1.39,6472,3.8093208,0.482032,186.18104,3.0371922,0,0,0,0.35075378
HD 86950 b,1144.1808,1270,2.72,211.1,1.66,8.8,4805,2.759304,5.0729172,380.25661,36.985165,0,0,0,0.23035601
HD 87646 b,3941.0672,13.481,0.117,135.17,1.12,1.55,5770,0.11714625,174.51273,925.54571,2.3859168,0,0,0,0.07814264
HD 87883 b,489.45512,2754,3.58,18.3,0.66,0.79,4915,4.082811,0.03002453,99.846792,0.32631491,0,0,0,0.097202111
HD 88133 b,90.422067,3.414884,0.0479,73.77,1.26,2.2,5392,0.047923016,1598.3478,1610.5879,3.6655027,0,0,0,0.077356043
